1.0,1.0,7.876666148447825,1
2.0,1.0,5.850199989579932,1
1.0,1.0,5.656148475645896,1
2.0,1.0,2.6316845428782463,2
1.0,1.0,5.080838857299217,1
1.0,1.0,5.963752958471264,1
1.0,1.0,4.331796720515723,1
2.0,1.0,3.692547913362655,1
1.0,1.0,0.4789572317326316,3
1.0,1.0,13.210504700533273,1
1.0,1.0,10.564546247727225,1
1.0,1.0,11.220484958389083,1
1.0,1.0,9.692451879680291,1
1.0,1.0,6.858605055859822,1
2.0,1.0,7.791409259153908,1
1.0,1.0,5.787686965119971,1
1.0,1.0,6.593630811456368,1
1.0,1.0,4.598542446311322,1
1.0,1.0,2.187073785343547,4
1.0,1.0,3.523646651512842,1
1.0,1.0,4.585680428772472,1
3.0,1.0,4.010787028951944,1
1.0,1.0,2.3969859099876123,2
2.0,1.0,1.9837772029633731,3
1.0,1.0,12.78170655922445,1
2.0,1.0,13.3759104449517,1
3.0,1.0,11.015591357768452,1
1.0,1.0,10.634010594580284,1
1.0,1.0,9.786189858702663,1
1.0,1.0,9.25862472228566,1
